score,at,content,label,processing_result
1,9/20/2022 11:48,video error! Loading lama! Latihan soal tidak muncul! ck,0,"['video', 'error', 'loading', 'lama', 'latih', 'soal', 'tidak', 'muncul', 'ck']"
1,12/19/2022 0:39,Aplikasi yang sangat jelek dan tidak bermanfaat,0,"['aplikasi', 'jelek', 'tidak', 'manfaat']"
1,11/1/2022 13:09,Mengapa tidak bisa mencari jawaban,0,"['tidak', 'cari', 'jawab']"
5,5/12/2022 1:20,bguss bngett apk niij sumpah,2,"['bguss', 'bngett', 'apk', 'niij', 'sumpah']"
2,3/24/2022 8:33,Apk krng bagus susah kalo masuk melewati link...apk nya tlng di perbaiki yh,0,"['apk', 'krng', 'bagus', 'susah', 'kalo', 'masuk', 'lewat', 'link', 'apk', 'nya', 'tlng', 'baik', 'yh']"
3,4/20/2022 23:19,loadingnya lama asli,0,"['loadingnya', 'lama', 'asli']"
5,2/17/2022 12:49,Seru bats,2,"['seru', 'bats']"
1,11/10/2022 13:11,"Koneksi internet bagus, tapi kok susah banget dipake buat zeniusan.",0,"['koneksi', 'internet', 'bagus', 'susah', 'banget', 'dipake', 'zeniusan']"
1,2/16/2022 2:39,"nggak seru,sekarang udah berbayar",0,"['nggak', 'seru', 'udah', 'bayar']"
1,11/17/2022 12:10,Ga membantu,0,"['ga', 'bantu']"
5,5/21/2022 12:27,"Yang mau utbk atau um jangan lupa belajar di zenius karena di zenius penyampaian materinya singkat, padat, dan jelas. Lengkap banget deh intinya gak bakal nyesel beli paket zenius",2,"['utbk', 'um', 'lupa', 'ajar', 'zenius', 'zenius', 'sampai', 'materi', 'singkat', 'padat', 'lengkap', 'banget', 'deh', 'inti', 'gak', 'nyesel', 'beli', 'paket', 'zenius']"
1,7/14/2022 6:20,"risih banget promosi nya lewat telepon, mana sehari bisa sampe 10 kali",0,"['risih', 'banget', 'promosi', 'nya', 'telepon', 'hari', 'sampe', 'kali']"
1,5/21/2022 9:57,"Cara mengajarnya sudah bagus tapi app sama web nya sering banget error. Yang paling ganggu tuh pas muncul notif ""vudeo tak tersedia"" sama sering juga muncul ""upgrade ke premium untuk akses konten ini"" (padahal masih masa berlangganan)",1,"['ajar', 'bagus', 'app', 'web', 'nya', 'banget', 'error', 'ganggu', 'tuh', 'pas', 'muncul', 'notif', 'vudeo', 'sedia', 'muncul', 'upgrade', 'premium', 'akses', 'konten', 'langgan']"
5,6/8/2022 12:10,mantap coy kalo kalian gak download nyesel banget,2,"['mantap', 'coy', 'kalo', 'gak', 'download', 'nyesel', 'banget']"
5,5/30/2022 14:07,"Aplikasi nya keren banget, bikin gw yang awalnya males banget pake++++ belajar jadi balik semangat belajar(mungkin mendekat ujian hehe:v) , tapi ada minesnya dikit banget, mungkin karena gw yang baru atau gimana materi kejurusan cuma ada dikit:), padahal itu penting banget buat gw yang sekolahnya di sekolah kejurusan. Tapi ya tetep aja si zenius tetep lope2, apk yang bikin gw ambis buat belajar heheðŸ˜ŒðŸ‘",1,"['aplikasi', 'nya', 'keren', 'banget', 'bikin', 'gw', 'males', 'banget', 'pake', 'ajar', 'semangat', 'ajar', 'dekat', 'uji', 'hehe', 'v', 'ada', 'mes', 'dikit', 'banget', 'gw', 'gimana', 'materi', 'jurus', 'ada', 'dikit', 'banget', 'gw', 'sekolah', 'sekolah', 'jurus', 'ya', 'tetep', 'aja', 'si', 'zenius', 'tetep', 'lope', 'apk', 'bikin', 'gw', 'ambis', 'ajar', 'hehe']"
5,5/13/2022 6:00,"Materinya lengkap didukung sama tutor yang asik belajar jadi tambah seru, plus tersedia tryout juga jadi bisa buat latihan",2,"['materi', 'lengkap', 'dukung', 'tutor', 'asik', 'ajar', 'seru', 'plus', 'sedia', 'tryout', 'latih']"
5,12/30/2022 7:47,bagus termotivasi,2,"['bagus', 'motivasi']"
5,8/7/2022 17:41,"Bagus, mudah di mengerti berkat zenius jadi lebih paham,maksihðŸ˜€",2,"['bagus', 'mudah', 'erti', 'berkat', 'zenius', 'paham', 'maksih']"
5,11/27/2022 18:59,Aku suka zeniusðŸ¥°,2,"['suka', 'zenius']"
5,2/11/2022 15:29,selalu sukak cara ngajarnya Zen dari duluu. support selalu dan semoga makin banyak yg tau dan gunain Zen jugakk. rekomendeddd,2,"['sukak', 'ngajarnya', 'zen', 'duluu', 'support', 'moga', 'yg', 'tau', 'gunain', 'zen', 'jugakk', 'rekomendeddd']"
5,7/31/2022 11:25,Ok bagus lah lumayan saya belajar di ruangguru dan zenius,2,"['ok', 'bagus', 'lumayan', 'ajar', 'ruangguru', 'zenius']"
4,3/16/2022 9:36,Aplikasinya bagus tapi ad yg kurang bisa di pahami jadi saya kasih bintang empat dulu mohon di perbaiki lagi yah,1,"['aplikasi', 'bagus', 'ad', 'yg', 'kurang', 'paham', 'kasih', 'bintang', 'mohon', 'baik', 'yah']"
4,6/19/2022 2:49,HALO ZEN!! Sayang banget sama Zeni. Tapi aku lebih sayang kalo Zeni nyediain dark mode untuk mata sensitifku. Buat tampilan webnya di buat simpel dan minimalis aja dong Zen. Aku gak nyaman sama tampilan web tiap ngerjain TO di laptop. Terkesan berhimpitan. Gak enak dipandang. MAKASIH ZEN,1,"['halo', 'zen', 'sayang', 'banget', 'zeni', 'sayang', 'kalo', 'zeni', 'nyediain', 'dark', 'mode', 'mata', 'sensitif', 'tampil', 'webnya', 'simpel', 'minimal', 'aja', 'zen', 'gak', 'nyaman', 'tampil', 'web', 'ngerjain', 'to', 'laptop', 'kes', 'berhimpitan', 'gak', 'enak', 'pandang', 'makasih', 'zen']"
1,6/12/2022 1:01,Jangan di download!!! kalian bakal dispam telpon bahkan udh uninstall aplikasi masih bakal di spam!!!,0,"['download', 'dispam', 'telpon', 'udh', 'uninstall', 'aplikasi', 'spam']"
3,6/25/2022 5:02,Jangan NGESPAM notif!!!!,0,"['ngespam', 'notif']"
4,4/5/2019 2:46,"aplikasiny udah bagus kak.. tapi ada beberapa video yang gk bisa dibuka, pas dibuka ada tulisan ""video tidak ditemukan"" gk tau itu kenapa. semoga ke depanny lebih baik lagi yaa....",1,"['aplikasiny', 'udah', 'bagus', 'kak', 'ada', 'video', 'gk', 'buka', 'pas', 'buka', 'ada', 'tulis', 'video', 'tidak', 'temu', 'gk', 'tau', 'moga', 'depanny', 'yaa']"
5,2/21/2022 10:01,SEMENJAK UPDATE JADI ENAK BANGET,2,"['semenjak', 'update', 'enak', 'banget']"
1,10/12/2022 11:38,"Buruk, sering kali aplikasi eror dan tutor menekankan pada saling mengajari sementara grup yang dibentuk pihak zenius tidak benar benar aktif untuk bisa saling mengajari. Sekaligus dalam live class seringkali ada masalah dari audio hingga quiz dan akses zen live di web bisa diberi bintang -5. Tolong di perbaiki Segera",0,"['buruk', 'kali', 'aplikasi', 'eror', 'tutor', 'tekan', 'ajar', 'grup', 'bentuk', 'zenius', 'tidak', 'aktif', 'ajar', 'live', 'class', 'seringkali', 'ada', 'audio', 'quiz', 'akses', 'zen', 'live', 'web', 'bintang', 'tolong', 'baik']"
4,5/22/2022 23:22,"Semuanya bagus, videonya langsung to the poin, gak bertele-tele. Tapi gak semua videonya lengkap :(",1,"['bagus', 'video', 'langsung', 'to', 'the', 'poin', 'gak', 'tele', 'tele', 'gak', 'video', 'lengkap']"
5,4/5/2022 17:09,"terimakasii zen, banyak hal yg sangat bermanfaat disini, semoga bisa jd amal baik sampe ke akhirat buat semua orng yg terlibat di zenius....",2,"['terimakasii', 'zen', 'yg', 'manfaat', 'moga', 'jd', 'amal', 'sampe', 'akhirat', 'orng', 'yg', 'libat', 'zenius']"
1,9/19/2022 9:02,Gajelas jawaban dari Zen bot,0,"['gajelas', 'jawab', 'zen', 'bot']"
5,11/19/2022 10:18,"Aaaaaaa sumpah ini bagus banget!! Mudah dipahami and menarik jugaaa, jadi bikin semangat belajar di apk inii, nambah wawasan jugaa tentunya and lebih cepet zeniuss si inimah><",2,"['aaaaaaa', 'sumpah', 'bagus', 'banget', 'mudah', 'paham', 'and', 'tarik', 'jugaaa', 'bikin', 'semangat', 'ajar', 'apk', 'ini', 'nambah', 'wawas', 'jugaa', 'and', 'cepet', 'zeniuss', 'si', 'inimah']"
5,3/1/2022 3:45,Saya suka belajar di zenius . Saya tau ini dari kakak saya. Jadi saya bisa menjadi guru.â˜ºâ˜º,2,"['suka', 'ajar', 'zenius', 'tau', 'kakak', 'guru']"
5,2/26/2022 7:56,Aplikasi nya bagus penjelasannya mudah dimengerti penjelasannya juga asik. Datang kesini karena ada olimpiade buat belajar. Semoga setelah belajar disini olimpiade nya bisa lancar ðŸ˜„ðŸ˜„,2,"['aplikasi', 'nya', 'bagus', 'jelas', 'mudah', 'erti', 'jelas', 'asik', 'kesini', 'ada', 'olimpiade', 'ajar', 'moga', 'ajar', 'olimpiade', 'nya', 'lancar']"
5,8/3/2022 11:08,Bagusan banget aplikasi nya Aku kasih bintang 5 dehðŸ¤—,2,"['bagus', 'banget', 'aplikasi', 'nya', 'kasih', 'bintang', 'deh']"
5,11/3/2022 1:34,"keren banget aplikasi zenius ini. belajar di zenius juga seru, ga bikin bosen. apalagi dominasi warna ungu, lucu bangettttðŸ’– worth it beli paket belajar di zenius",2,"['keren', 'banget', 'aplikasi', 'zenius', 'ajar', 'zenius', 'seru', 'ga', 'bikin', 'bosen', 'dominasi', 'warna', 'ungu', 'lucu', 'bangetttt', 'worth', 'it', 'beli', 'paket', 'ajar', 'zenius']"
3,7/23/2020 14:06,"Secara tampilan dan materi bagus hanya saja tentor sering menggunakan kata kata ""lo"" dan ""gue"" utk mengajar sehingga kurang enak didengar",1,"['tampil', 'materi', 'bagus', 'tentor', 'lo', 'gue', 'utk', 'ajar', 'kurang', 'enak', 'dengar']"
5,5/6/2022 11:25,"Aplikasi belajar yang bagus banget, tidak memaksa berlangganan, tidak padat iklan, dan videonya gratis, cocok banget buat pelajar ambis yang ingin belajar tapi terhalang dana seperti saya.",2,"['aplikasi', 'ajar', 'bagus', 'banget', 'tidak', 'paksa', 'langgan', 'tidak', 'padat', 'iklan', 'video', 'gratis', 'cocok', 'banget', 'ajar', 'ambis', 'ajar', 'halang', 'dana']"
5,6/21/2022 11:05,membantu banget puas dengan aplikasi ini,2,"['bantu', 'banget', 'puas', 'aplikasi']"
3,2/8/2021 15:23,"Ini apalikasi penjelasannya bgus bgtt, materinya cepat paham. Tapi sayangnya sering bgt bgt error, akibatnya saya jadi gak semngat belajar di zenius",1,"['apalikasi', 'jelas', 'bgus', 'bgtt', 'materi', 'cepat', 'paham', 'sayang', 'bgt', 'bgt', 'error', 'akibat', 'gak', 'semngat', 'ajar', 'zenius']"
2,5/12/2022 9:58,"Maaf ya Saya kasih bintang 2. Bukan karena masalah materi pelajaran nya tapi karena masalah di apk(zenius)nya, seperti saat sesudah menonton video materi UTBK dibawah nya kan ada soal nah pada saat saya menekan soal nya itu soal nya gak muncul muncul . Eitss ini bukan karena sinyal saya yg lemot , sinyal saya disini banyak sekitar 12mbps/s . Untuk dev nya tolong di perbaiki yaðŸ™ðŸ™",0,"['maaf', 'ya', 'kasih', 'bintang', 'materi', 'ajar', 'nya', 'apk', 'zenius', 'nya', 'tonton', 'video', 'materi', 'utbk', 'bawah', 'nya', 'ada', 'soal', 'tekan', 'soal', 'nya', 'soal', 'nya', 'gak', 'muncul', 'muncul', 'eitss', 'sinyal', 'yg', 'lot', 'sinyal', 'mbps', 's', 'dev', 'nya', 'tolong', 'baik', 'ya']"
1,2/22/2022 14:05,"Zenius sekarang gak enak...karena selalu diminta untuk update dan semenjak aku update kok malah jadi lelet untuk nonton videonya??? Padahal sinyalnya memadai, Kita yg pengen belajar jadi gak nyaman, ngabisin waktu untuk nunggu. Tolong ditindak lanjuti / diperbaiki. Terima Kasih",0,"['zenius', 'gak', 'enak', 'update', 'semenjak', 'update', 'lelet', 'nonton', 'video', 'sinyal', 'pada', 'yg', 'ken', 'ajar', 'gak', 'nyaman', 'ngabisin', 'nunggu', 'tolong', 'tindak', 'lanjut', 'baik', 'terima', 'kasih']"
5,8/21/2022 14:33,Keren.. Recommended,2,"['keren', 'recommended']"
5,9/25/2022 1:26,sangat berguna dan membantu dalam pembelajaran,2,"['guna', 'bantu', 'ajar']"
3,4/2/2020 0:22,Bgusss tapi kok pas mau masukin nomor Hp blm di ketik udah peringatan gak valid padahal udah benar jdinya gak bisa vetikasi,1,"['bgusss', 'pas', 'masukin', 'nomor', 'hp', 'blm', 'ketik', 'udah', 'ingat', 'gak', 'valid', 'udah', 'jdinya', 'gak', 'vetikasi']"
5,2/23/2022 13:10,cakep,2,['cakep']
2,7/16/2022 9:00,Mohon bug nya di perbaiki ya,0,"['mohon', 'bug', 'nya', 'baik', 'ya']"
1,4/7/2022 3:38,"Tolong ini mah zenius ya, saya baru download aplikasi zenius selama 1 minggu dan udh berpikiran mau langganan, tp tbtb hp saya di spam telpon oleh 4 nomor zenius yg berbeda2. Apa si faedahnya begitu? Mau promosi nyuruh buat langganan? Org itu langganan atas kemauan sendiri bukan nelpon2 ngemis kaya gt, udah uninstall dan gabakal di install lg hadeh zenius aplikasi gajelas.",0,"['tolong', 'mah', 'zenius', 'ya', 'download', 'aplikasi', 'zenius', 'minggu', 'udh', 'pikir', 'langgan', 'tp', 'tbtb', 'hp', 'spam', 'telpon', 'nomor', 'zenius', 'yg', 'beda', 'si', 'faedah', 'promosi', 'nyuruh', 'langgan', 'org', 'langgan', 'mau', 'nelpon', 'ngemis', 'kaya', 'gt', 'udah', 'uninstall', 'gabakal', 'install', 'lg', 'hadeh', 'zenius', 'aplikasi', 'gajelas']"
5,3/13/2022 9:14,Tolong di perbaiki ya Zenius nya.karena gak bisa di buka,0,"['tolong', 'baik', 'ya', 'zenius', 'nya', 'gak', 'buka']"
3,2/27/2022 6:05,Aamiin moga manfaat,2,"['aamiin', 'moga', 'manfaat']"
5,3/11/2022 15:17,materi mudah dipahami,2,"['materi', 'mudah', 'paham']"
5,7/12/2022 0:32,Zenius mantap,2,"['zenius', 'mantap']"
3,8/14/2022 11:42,"Kak admin, tolong dong diperbaiki bug nya, asliii mau belajar aja susah banget krn ga bisa kebuka materi nyaT_T",0,"['kak', 'admin', 'tolong', 'baik', 'bug', 'nya', 'asliii', 'ajar', 'aja', 'susah', 'banget', 'krn', 'ga', 'buka', 'materi', 'nyat', 't']"
1,8/30/2022 10:55,"Aplikasi nya sih bagus tapi admin senius nya kurang ajar bgt sih,spam telpon sama spam promosi di wa. Kan udh saya bilang saya gk langganang ngentod admin bgst",1,"['aplikasi', 'nya', 'sih', 'bagus', 'admin', 'senius', 'nya', 'kurang', 'ajar', 'bgt', 'sih', 'spam', 'telpon', 'spam', 'promosi', 'wa', 'udh', 'bilang', 'gk', 'langganang', 'ngentod', 'admin', 'bgst']"
4,6/19/2022 2:49,HALO ZEN!! Sayang banget sama Zeni. Tapi aku lebih sayang kalo Zeni nyediain dark mode untuk mata sensitifku. Buat tampilan webnya di buat simpel dan minimalis aja dong Zen. Aku gak nyaman sama tampilan web tiap ngerjain TO di laptop. Terkesan berhimpitan. Gak enak dipandang. MAKASIH ZEN,0,"['halo', 'zen', 'sayang', 'banget', 'zeni', 'sayang', 'kalo', 'zeni', 'nyediain', 'dark', 'mode', 'mata', 'sensitif', 'tampil', 'webnya', 'simpel', 'minimal', 'aja', 'zen', 'gak', 'nyaman', 'tampil', 'web', 'ngerjain', 'to', 'laptop', 'kes', 'berhimpitan', 'gak', 'enak', 'pandang', 'makasih', 'zen']"
3,8/16/2020 1:02,Aplikasi nya sangat bagus dan muda dipahami tapi tolong dong di tambahin untuk sekolah SMK biar lengkap jadi biar anak-anak yang sekolah di SMK juga bisa menggunakan aplikasi ini,1,"['aplikasi', 'nya', 'bagus', 'muda', 'paham', 'tolong', 'tambahin', 'sekolah', 'smk', 'biar', 'lengkap', 'biar', 'anak', 'anak', 'sekolah', 'smk', 'aplikasi']"
5,5/11/2022 14:52,"Penjelasan tutor Zenius enak banget, bisa langsung paham",2,"['jelas', 'tutor', 'zenius', 'enak', 'banget', 'langsung', 'paham']"
2,11/29/2022 13:55,Ni nyari soal gabisa bs nih load muluu???? Tp tmen sy liat di google bisa kebuka malahan lancar?? Gmnsi nii,0,"['ni', 'nyari', 'soal', 'gabisa', 'bs', 'nih', 'load', 'muluu', 'tp', 'tmen', 'sy', 'liat', 'google', 'buka', 'lancar', 'gmnsi', 'nii']"
5,1/8/2023 7:01,"Zenius adalah teman terbaik dalam belajar materi sekolah & persiapan masuk kampus. Meskipun udah lulus sekolah, tapi tetep make Zenius karena zenius cocok untuk anak Kinestetik seperti saya karena tampilannya lebih simple. Cuman saran dari saya, tolong kakak-kakak zenius jangan suka spam telepon dong kak. Kami terganggu sekali setiap bikin akun Zenius pake nomor telepon. Karena neleponnya kek orang mau neror :( Tapi Zenius tetep bagus kok, cuman sering badmood kalau bikin akun pake nomor HPðŸ™",1,"['zenius', 'teman', 'baik', 'ajar', 'materi', 'sekolah', 'siap', 'masuk', 'kampus', 'udah', 'lulus', 'sekolah', 'tetep', 'make', 'zenius', 'zenius', 'cocok', 'anak', 'kinestetik', 'tampil', 'simple', 'cuman', 'saran', 'tolong', 'kakak', 'kakak', 'zenius', 'suka', 'spam', 'telepon', 'kak', 'ganggu', 'bikin', 'akun', 'zenius', 'pake', 'nomor', 'telepon', 'neleponnya', 'kek', 'orang', 'neror', 'zenius', 'tetep', 'bagus', 'cuman', 'badmood', 'bikin', 'akun', 'pake', 'nomor', 'hp']"
3,3/19/2022 18:40,"Videonya nggak berurutan, sering error videonya dan videonya nggak bisa ditonton dalam keadaan offline yang di download padahal aku udah menghabiskan banyak kuota internet untuk mereview ulang materi ðŸ˜¡ðŸ˜¤ðŸ˜­",0,"['video', 'nggak', 'rurut', 'error', 'video', 'video', 'nggak', 'tonton', 'offline', 'download', 'udah', 'habis', 'kuota', 'internet', 'mereview', 'ulang', 'materi']"
5,3/10/2022 7:16,"Asli bagus ini, materi yg dijelasin dari tutornya mudah dipahami fitur-fiturnya juga bagus ada Zen BOT kita bisa nanya soal yg kita gak tau ada deprak utbk bagus buat latihan soal dan keren kemarin update baru pas jawab soal kalo kita salah kita masih ada chance buat milih jawaban lagi sampe betul, tapi aku ada nemu bug kak sering aku abis muter video terus ngulang sendiri audionya (bukan videonya) aku keluar ke menu juga masih ke play tolong di fix bugnya kak terimakasih Overall bagus banget",1,"['asli', 'bagus', 'materi', 'yg', 'dijelasin', 'tutor', 'mudah', 'paham', 'fitur', 'fiturnya', 'bagus', 'ada', 'zen', 'bot', 'nanya', 'soal', 'yg', 'gak', 'tau', 'ada', 'deprak', 'utbk', 'bagus', 'latih', 'soal', 'keren', 'kemarin', 'update', 'pas', 'jawab', 'soal', 'kalo', 'salah', 'ada', 'chance', 'milih', 'jawab', 'sampe', 'ada', 'nemu', 'bug', 'kak', 'abis', 'muter', 'video', 'ngulang', 'audio', 'video', 'menu', 'play', 'tolong', 'fix', 'bugnya', 'kak', 'terimakasih', 'overall', 'bagus', 'banget']"
5,2/22/2022 3:21,Assalamu'alaikum zenius.... terimakasih karena ada zenius saya bisa lebih baik lagi saya beruntung bisa nemuin aplikasi zenius ini semoga zenius makin kedepannya makin maju ya amiin nih saya kasih bintang 5 ðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸ,2,"['assalamu', 'alaikum', 'zenius', 'terimakasih', 'ada', 'zenius', 'untung', 'nemuin', 'aplikasi', 'zenius', 'moga', 'zenius', 'depan', 'maju', 'ya', 'amiin', 'nih', 'kasih', 'bintang']"
5,6/12/2022 6:37,aplikasi buat belajar yang gak perlu bayar.saya suka,2,"['aplikasi', 'ajar', 'gak', 'bayar', 'suka']"
5,9/19/2022 11:21,Sipp mantapppp zenius,2,"['sipp', 'mantapppp', 'zenius']"
5,7/11/2022 5:56,Semenjak menggunakan aplikasi ini jadi lebih mengerti dengan pelajaran.,2,"['semenjak', 'aplikasi', 'erti', 'ajar']"
5,7/26/2022 9:50,saya download di sini awalnya saya g ngerti matematika setelah saya lihat videonya saya menjadi paham dan mendapat nilai tinggi saya mengucapkan terima kasih ya ðŸ˜,2,"['download', 'g', 'ngerti', 'matematika', 'lihat', 'video', 'paham', 'nilai', 'terima', 'kasih', 'ya']"
3,11/6/2022 3:56,Videonya pas dibuka keluar sendiri Padahal jaringan lancar.,0,"['video', 'pas', 'buka', 'jaring', 'lancar']"
2,3/28/2022 11:08,Maaf. Aplikasi nya mengecewakan. Saya download karena mendengar apk ini gratis. Tapi kok malah di telponin terus dan harus bayar sih. Knp?.... Ganggu banget bagi saya. Apalagi data pribadi saya di media sosial. Aku harap gk di telpon lagi sih. Karena itu ganggu banget,0,"['maaf', 'aplikasi', 'nya', 'kecewa', 'download', 'dengar', 'apk', 'gratis', 'telponin', 'bayar', 'sih', 'knp', 'ganggu', 'banget', 'data', 'pribadi', 'media', 'sosial', 'harap', 'gk', 'telpon', 'sih', 'ganggu', 'banget']"
5,3/12/2022 3:35,"saya mengucapkan terimakasih banyak dengan adanya kegiatan ini. kegiatan ini sangat bermanfaat bagi saya. tutornya sangat baik dalam menjelaskan materinya, sehinggah mudah di pahami.",2,"['terimakasih', 'giat', 'giat', 'manfaat', 'tutor', 'materi', 'sehinggah', 'mudah', 'paham']"
5,4/12/2022 6:35,Pemanasan Otak di ZenCore seru banget. Aku jadi tertantang terus buat dapetin skor tertinggi. Apalagi sekarang lagi ada Pekan Olahraga Otak. Jadi makin semangat aku buat jadi Jagoan Adu Otak.,2,"['panas', 'otak', 'zencore', 'seru', 'banget', 'tantang', 'dapetin', 'skor', 'tinggi', 'ada', 'pekan', 'olahraga', 'otak', 'semangat', 'jago', 'adu', 'otak']"
3,7/4/2022 23:17,"saya pengguna baru aplikasi Zenius, saya mencoba untuk melihat salah satu video dan itu bener lancar dan jelas. saya melihat keluhan para downloader jika teknik marketing Zenius itu lewat via whatsapp entah itu telepon atau chat, saya palah merasa was was sendiri waww. cara pembahasan nya asik, tapi saya tipe orang yang tidak suka menggunakan bahasa non formal lo-gue, jadi saya tidak bisa menikmati pembelajaran yang di berikan, terimakasih",1,"['guna', 'aplikasi', 'zenius', 'coba', 'salah', 'video', 'bener', 'lancar', 'keluh', 'downloader', 'teknik', 'marketing', 'zenius', 'via', 'whatsapp', 'telepon', 'chat', 'palah', 'was', 'was', 'waww', 'bahas', 'nya', 'asik', 'tipe', 'orang', 'tidak', 'suka', 'bahasa', 'non', 'formal', 'lo', 'gue', 'tidak', 'nikmat', 'ajar', 'terimakasih']"
5,11/13/2022 5:40,Penjelasan bagus,2,"['jelas', 'bagus']"
5,4/11/2022 15:26,"Gak pernah kepikiran kalau ada aplikasi yang edukatif kayak gini. Terima kasih Zenius sudah menghadirkan aplikasi ini, terutama fitur ZenCore. Ada kuis menarik yang bisa dicoba buat mengasah otak. Great!",2,"['gak', 'pikir', 'ada', 'aplikasi', 'edukatif', 'kayak', 'gin', 'terima', 'kasih', 'zenius', 'hadir', 'aplikasi', 'fitur', 'zencore', 'ada', 'kuis', 'tarik', 'coba', 'asah', 'otak', 'great']"
5,4/5/2019 3:04,"Zenius, aku suka belajar sama kamu tapi mohon videonya ada fitur download-nya biar kalau gak punya paket data masih bisa belajar :)",1,"['zenius', 'suka', 'ajar', 'mohon', 'video', 'ada', 'fitur', 'download', 'nya', 'biar', 'gak', 'paket', 'data', 'ajar']"
1,7/27/2022 0:46,"Pas awalnya sih bagus, cuman kalau setelah diupdate kok banyak video yg gak bisa diputar ya kak? Terutama video utbk. Tolong kak diperbaiki secepatnya! Nanti kalau udah bisa diputar beberapa videonya, baru saya tingkatkan ratingnya â˜ºï¸",1,"['pas', 'sih', 'bagus', 'cuman', 'diupdate', 'video', 'yg', 'gak', 'putar', 'ya', 'kak', 'video', 'utbk', 'tolong', 'kak', 'baik', 'cepat', 'udah', 'putar', 'video', 'tingkat', 'ratingnya']"
